new brighton,https://magicseaweed.com/New-Brighton-Beach-Surf-Report/5212/,90
yaroomba,https://magicseaweed.com/Yaroomba-Surf-Report/5362/,100
south straddie,https://magicseaweed.com/South-Stradbroke-Island-Surf-Report/1010/,90
palm beach,https://magicseaweed.com/Palm-Beach-Surf-Report/6140/,55
noosa,https://magicseaweed.com/Tea-Tree-Noosa-Surf-Report/544/,340
